,url,genre_id,genre_name,sub_genres,sub_genres_id,date,song_ids
0,https://www.beatport.com/genre/house/5/top-100,5,House,"Acid,Soulful","143,177",2023-11-10,"18030245,18141988,17716164,17839150,18166513,18053125,18030089,18165813,17070771,18039950,17907911,17851931,18169458,17034755,18062324,18073455,17640331,16674122,18130612,17659100,4759617,12247392,18211134,18171194,18167370,16628185,18130295,18118463,18017150,17473432,18093953,18085970,17812849,18084833,18209837,18143546,18068390,18023536,15637123,18026986,170858,17969794,18051216,18049501,18009223,17853551,9382891,18169823,18120099,17871778,18145486,16753184,18155996,18089356,18028501,17827767,16401180,7422477,17630286,16842799,12965849,18165877,18165875,13096372,18118210,18194978,18123315,17955528,16952367,18040872,17626877,17493385,1862216,18165816,16831934,13674467,17665350,18025239,17997844,17886794,17957558,16780792,10868751,6631254,18220320,18077088,18212788,18045578,17880545,18025344,17915753,17573266,18154727,18165876,18001802,17809895,17910607,17820286,17624462,17458989"
